UID,Drug_Name,Condition,Rating,Results
xn6n63fw,Zolpidem,,9,1
ncbbno22,Cymbalta,Generalized Anxiety Disorde,3,0
5pxat7b4,Mirtazapine,Depression,6,0
bhq8t5nq,Implanon,Birth Control,10,1
h3owwjao,Vortioxetine,Major Depressive Disorde,1,0
d9qladmm,Tamiflu,Avian Influenza,9,1
pjdogrs4,Duloxetine,Depression,9,1
5bad8qn7,Metadate CD,16</span> users found this comment helpful.,10,1
s6xmdmpf,Chateal,Birth Control,8,1
b7y8mybg,Doxycycline,Acne,9,1
rrrtcs0l,Valtrex,"Herpes Simplex, Suppression",8,1
jawdlnr2,Depo-Provera,Abnormal Uterine Bleeding,1,0
bptfnaph,Medroxyprogesterone,Birth Control,4,0
d5d3y7jf,Linaclotide,"Constipation, Chronic",10,1
jsm6o5pq,Lo Loestrin Fe,Birth Control,8,1
3jaw7ymu,Propranolol,Hemangioma,10,1
9l4786lb,Fluoxetine,Anxiety and Stress,10,1
stmw36ei,Diphenhydramine,Insomnia,8,1
8oubjvvd,Prezcobix,HIV Infection,1,0
uf9sx5qi,Telmisartan,High Blood Pressure,8,1
x3lb6viw,Desvenlafaxine,Depression,2,0
iuf0kd20,St. john's wort,Depression,10,1
uksee7vt,Clonazepam,Anxiety,10,1
8n65rgfz,Nitrofurantoin,Urinary Tract Infection,8,1
cwc0flt0,Ethinyl estradiol / norgestimate,Birth Control,1,0
k11fpm1g,Medroxyprogesterone,,3,0
l0xleflo,Copper,Birth Control,2,0
6x29v3hc,Prozac,Depression,6,0
zpyz1krq,Medroxyprogesterone,Birth Control,10,1
0yqv2osb,Montelukast,Asthma,1,0
477utyfm,Nexplanon,Birth Control,6,0
eva0soja,Rexulti,Major Depressive Disorde,7,0
dlp30x2o,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,7,0
t40fnk2h,Cloderm,Atopic Dermatitis,10,1
zl91u567,Etonogestrel,Birth Control,3,0
2fhiz3an,Nexplanon,Birth Control,2,0
no3mbg5d,Metronidazole,Trichomoniasis,5,0
6mc88dfg,Microgestin Fe 1 / 20,Birth Control,7,0
fmh6wmzk,Suboxone,Opiate Dependence,10,1
602a2xdn,Doxycycline,Pneumonia,7,0
wfptxfzs,Rivaroxaban,Pulmonary Embolism,8,1
w14finxf,Roxicodone,Pain,5,0
jtvpfsiu,Nitrofurantoin,Urinary Tract Infection,1,0
tzv2ntev,Tramadol,Pain,4,0
x2ykm7gq,Vilazodone,Major Depressive Disorde,4,0
yyzkemkn,Oxycodone,Pain,9,1
o32e9o0l,Ubiquinone,Dietary Supplementation,10,1
okdiyk1m,Rythmol SR,Atrial Fibrillation,10,1
fuzvu7y1,Amitriptyline,Post Traumatic Stress Disorde,10,1
ayacjojb,Prednisone,Asthma,8,1
om82nx6q,Etonogestrel,Birth Control,9,1
wwiay5jm,Skyla,Birth Control,10,1
jcu3pasy,Zoloft,Social Anxiety Disorde,3,0
v3w6eu5y,Contrave,Weight Loss,1,0
mjp6uyqz,Liraglutide,Obesity,8,1
a8rkvaax,Robaxin,Muscle Spasm,8,1
579xv6r8,Benzoyl peroxide / clindamycin,Acne,2,0
feh9iswj,Metformin,Polycystic Ovary Syndrome,10,1
2qpw41ze,Prednisone,Ulcerative Colitis,1,0
96mrxt8a,Lorazepam,Anxiety,9,1
5kiu2pb6,Diazepam,Anxiety,10,1
k2io05hy,Adipex-P,Weight Loss,10,1
6rujx4vs,Sucralfate,Stomach Ulce,3,0
87hb11be,Lamotrigine,Bipolar Disorde,8,1
k9rih2xn,Lubiprostone,"Constipation, Chronic",10,1
p2kbjwpy,Cymbalta,ibromyalgia,5,0
db7stx56,Sertraline,Anxiety and Stress,9,1
4mt2v3ip,Sitavig,Cold Sores,10,1
qkymwvwb,Hydroxyzine,Anxiety,8,1
xm41lkcp,Olanzapine,Bipolar Disorde,8,1
299oohbp,Omalizumab,"Asthma, Maintenance",1,0
rlamrjdz,Ethinyl estradiol / norgestimate,Birth Control,1,0
t9lvgwmf,Medroxyprogesterone,Birth Control,3,0
iac9fak3,Suboxone,Opiate Dependence,10,1
r46uokh1,Atorvastatin,High Cholesterol,1,0
vguwpa3w,Levaquin,Bacterial Infection,10,1
mowwh1jf,Escitalopram,Depression,7,0
dafpoz3r,Primidone,Benign Essential Trem,1,0
nz06v56o,Eszopiclone,Insomnia,1,0
f7f274lq,Adderall XR,ADHD,1,0
sxc6uue6,Zoloft,Panic Disorde,10,1
njnrqdzh,Tranexamic acid,Menorrhagia,10,1
ntv2veww,Dulcolax Laxative,Constipation,3,0
hlu1noym,Ethinyl estradiol / levonorgestrel,Polycystic Ovary Syndrome,2,0
88wo4xen,Tioconazole,Vaginal Yeast Infection,10,1
o9gjbvr6,Viibryd,Depression,9,1
u87eaaj8,Flector Patch,Pain,7,0
psaf2vls,Doxycycline,Acne,8,1
8aybjsq6,Copper,Birth Control,1,0
pw2xqhwa,Venlafaxine,Anxiety and Stress,4,0
sibidlrl,Suprep Bowel Prep Kit,Bowel Preparation,8,1
8zpiecqm,Ribavirin,Hepatitis C,1,0
12y420k8,Mirapex,Restless Legs Syndrome,7,0
ankun2ew,Bupropion,Depression,8,1
wifs97yy,Dexmethylphenidate,ADHD,9,1
xinfo9xw,Valsartan,High Blood Pressure,4,0
zgapjjjw,Bisacodyl,Constipation,3,0
z6yshk60,Zyclara,Keratosis,3,0
lbr2q4qh,ParaGard,Birth Control,6,0
ckzn5otr,Ethinyl estradiol / norethindrone,Birth Control,1,0
n3muqhup,Norethindrone,Birth Control,10,1
y2ldq8ra,Ultram ODT,Chronic Pain,10,1
dc63kane,Voltaren Gel,Osteoarthritis,10,1
0vu7bobr,Topiramate,Migraine Prevention,7,0
hmwkf6is,Loestrin 24 Fe,Birth Control,9,1
zk74rl6z,Quinine,Nocturnal Leg Cramps,9,1
yz578wou,Linaclotide,Irritable Bowel Syndrome,6,0
wsmc0urt,Latuda,Bipolar Disorde,3,0
g92o3gvm,Adipex-P,Weight Loss,10,1
3slyskn7,Levonorgestrel,Birth Control,10,1
a1cuq29o,Desvenlafaxine,Anxiety,8,1
abgr0ft1,Hydroxyzine,Anxiety,2,0
dycdykp6,ParaGard,Birth Control,10,1
hzu4c8ls,Oxycodone,Pain,10,1
m7x9zc12,Tranexamic acid,Menstrual Disorders,10,1
gqzelcxn,Miconazole,Vaginal Yeast Infection,1,0
rckp1kc7,Sprintec,Birth Control,3,0
3vc9kr4i,Clarithromycin,Sinusitis,1,0
qsw8ncdw,Suvorexant,Insomnia,10,1
cuz5bqy6,Sildenafil,Erectile Dysfunction,10,1
69vuc6l9,Aluminum hydroxide / magnesium trisilicate,GERD,2,0
2zsl30yu,Simponi,Ankylosing Spondylitis,9,1
d3jqgj9k,Fentanyl,Chronic Pain,7,0
o44dtozb,Nuvigil,Shift Work Sleep Disorde,6,0
6xfi9jea,Buspirone,Anxiety,9,1
zj35puwh,Fluconazole,Vaginal Yeast Infection,10,1
i570xeyi,Lyza,Birth Control,10,1
2p7qrgx0,Tapentadol,Pain,10,1
pnmzvrd7,Phentermine,Weight Loss,7,0
kyj6etnc,Etonogestrel,Birth Control,10,1
wfekg2wl,Melatonin,Insomnia,6,0
i21wf67n,Moxifloxacin,Pneumonia,9,1
hzh5tyoo,Tylenol with Codeine #3,Pain,7,0
9424op71,Lupron Depot,Endometriosis,1,0
8hidjppo,Ipratropium,"COPD, Maintenance",7,0
qz68gtd4,Suboxone,Opiate Dependence,10,1
lzquegwc,Malarone,Malaria Prevention,10,1
8aefwki9,Dexchlorpheniramine,Allergic Reactions,10,1
f1tpkw1o,Nebivolol,High Blood Pressure,10,1
dxcvc8na,Trintellix,Major Depressive Disorde,10,1
r4c1sngt,Zoloft,Depression,6,0
gi8oizpv,Saxenda,Obesity,6,0
73hw8922,Generess Fe,Birth Control,7,0
4e8rx2sx,Levothyroxine,Thyroid Suppression Test,1,0
0lut2w17,Nexplanon,Birth Control,8,1
ccwhf276,Ethinyl estradiol / norethindrone,Birth Control,2,0
16syz1o7,Ephedrine / guaifenesin,Cold Symptoms,9,1
bnzbppof,Claravis,Acne,8,1
36gbl7tu,Buprenorphine / naloxone,Opiate Dependence,9,1
ohmq02qc,Baclofen,Muscle Twitching,3,0
71yhaphj,Ethinyl estradiol / levonorgestrel,Birth Control,4,0
0r1b44id,Diazepam,Anxiety,10,1
tibu8530,Skyla,Birth Control,4,0
v1p4ut66,Omeprazole,GERD,4,0
l4m3qmhe,Buprenorphine,Opiate Dependence,10,1
7jnogabw,Indomethacin,"Gout, Acute",9,1
auwm2qj0,Rituximab,Non-Hodgkin's Lymphoma,8,1
9a56rr1j,Fluconazole,Vaginal Yeast Infection,2,0
qi9dtaow,Citalopram,Anxiety and Stress,10,1
ojosqwwc,Xyrem,Narcolepsy,1,0
5uzp3l0r,Sertraline,Panic Disorde,8,1
j0v0psyq,Cefdinir,Sinusitis,5,0
0vke9lch,Aczone,Acne,10,1
g2pb02vx,Trulicity,"Diabetes, Type 2",9,1
01nuj0lk,Levonorgestrel,Birth Control,9,1
7njgrzzb,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,1,0
t02nd2ut,Celexa,Anxiety and Stress,10,1
d4ok8wxs,Remeron,Depression,4,0
staq8byl,Ziana,Acne,1,0
ipvrc5we,Buspirone,Anxiety,10,1
e17qi1v2,Lamictal,Bipolar Disorde,10,1
3m0dyfsk,Bupropion / naltrexone,Obesity,10,1
96w28ygp,Contrave,Obesity,10,1
d3p9nbgq,Formoterol / mometasone,moterol / mometasone),1,0
wp4rch6v,GaviLyte-C,Bowel Preparation,10,1
54va9e5p,Mobic,Osteoarthritis,8,1
1x3n5job,Taltz,Plaque Psoriasis,10,1
cmiegygs,Ethinyl estradiol / norethindrone,Birth Control,4,0
dakupbwp,Hydroxyamphetamine / tropicamide,Pupillary Dilation,2,0
tkfozwpf,Levonorgestrel,Birth Control,7,0
dc0j847o,Klonopin,Panic Disorde,10,1
ojhk5opy,Ethinyl estradiol / etonogestrel,Birth Control,10,1
v3q9l0r4,Ethinyl estradiol / norgestrel,Birth Control,5,0
chj07xz6,Ethinyl estradiol / levonorgestrel,Birth Control,9,1
48ym7eti,Leuprolide,Prostate Cance,9,1
l8tx7tyy,Fluoxetine,Anxiety and Stress,7,0
ppzxvykb,Accutane,Acne,9,1
7ip36gt1,Carbatrol,Epilepsy,10,1
d93d3mds,Trazodone,Depression,1,0
7pyuy1os,MCT,Dietary Supplementation,2,0
9ntgqyhw,Wellbutrin,Depression,1,0
e18licyc,Mometasone,Allergic Rhinitis,10,1
0ewu7e1c,Methylphenidate,ADHD,10,1
v4op73hf,Quasense,Birth Control,8,1
1z4vbldd,Drospirenone / ethinyl estradiol / levomefolate calcium,,10,1
pne9qolr,Clobex,Psoriasis,10,1
0mn1gbll,Ethinyl estradiol / norgestimate,Birth Control,5,0
ga3mk6be,Amphetamine / dextroamphetamine,ADHD,1,0
r938lfrr,Restasis,Keratoconjunctivitis Sicca,9,1
uh3q65we,Benzoyl peroxide / clindamycin,Acne,10,1
bbjmcdo5,Amphetamine / dextroamphetamine,Not Listed / Othe,8,1
l22gfc6r,Miconazole,Vaginal Yeast Infection,1,0
wa6k2kv6,Naproxen / sumatriptan,Migraine,10,1
3keht8ge,Citalopram,Anxiety and Stress,9,1
zvkxormv,Propofol,Anesthesia,10,1
abkpssnl,Levonorgestrel,Emergency Contraception,9,1
2p6whkjq,Skyla,Birth Control,10,1
425rd7ul,Mesalamine,Ulcerative Colitis,9,1
gux1bh9m,Azithromycin,Upper Respiratory Tract Infection,10,1
5gglmx9d,Copper,Birth Control,9,1
hohrbxyj,Venlafaxine,Major Depressive Disorde,1,0
0hobwqpe,Levonorgestrel,Birth Control,1,0
adfigzc1,Liraglutide,"Diabetes, Type 2",1,0
3gyoxmrz,MS Contin,Chronic Pain,8,1
4lmwa1yf,Onfi,Lennox-Gastaut Syndrome,1,0
n0rubc72,Mirena,Birth Control,8,1
8ixb8y3j,Xanax,Anxiety,8,1
qwhaesfk,Ethinyl estradiol / etonogestrel,Birth Control,1,0
0q8fedqf,Azelastine / fluticasone,Allergic Rhinitis,1,0
1rktb6yq,Escitalopram,Bipolar Disorde,9,1
jppdl104,Loestrin 24 Fe,Birth Control,1,0
h9p4kmss,Liraglutide,Obesity,10,1
a9wmor1i,Lamotrigine,Bipolar Disorde,10,1
828inb8d,Anoro Ellipta,COPD,8,1
mltgybls,Penicillin v potassium,Tonsillitis/Pharyngitis,9,1
zq387qo8,Amlodipine / benazepril,High Blood Pressure,3,0
kifsxqq2,Suprep Bowel Prep Kit,Bowel Preparation,8,1
p4ufea6x,Effexor,Major Depressive Disorde,1,0
m4jo053m,Kyleena,Birth Control,5,0
3l4di1k7,Ethinyl estradiol / norethindrone,Birth Control,5,0
zdft23q8,Metronidazole,Bacterial Infection,7,0
uu1oz2ei,Amaryl,"Diabetes, Type 2",7,0
i3rr3df7,Ampyra,Multiple Sclerosis,10,1
u7ior83b,Lyrica,ibromyalgia,1,0
z8drsdka,Ethinyl estradiol / norethindrone,Birth Control,1,0
tfy3sza0,Butrans,Pain,6,0
2gyunenw,Levonorgestrel,Birth Control,10,1
z122v1uz,Bisacodyl,Constipation,1,0
jp8y1owf,Phenergan,Opiate Adjunct,10,1
x3b6j5d0,Hylan g-f 20,Osteoarthritis,10,1
crla8vrj,Desogestrel / ethinyl estradiol,Birth Control,1,0
735b7rpv,Tapentadol,Pain,2,0
9u672cwm,Aftera,Emergency Contraception,10,1
rj2i3cxy,Doxycycline,Acne,10,1
9p82ryd4,Miconazole,Vaginal Yeast Infection,1,0
xm76ae08,Cetirizine,Urticaria,9,1
qfv8ifvl,Tiotropium,"COPD, Maintenance",9,1
e419m4nd,Fluoxetine,Obsessive Compulsive Disorde,9,1
qk37euo4,Tramadol,Anxiety,10,1
e94synjc,Tylenol with Codeine #3,Pain,1,0
2vim1wno,Oxycodone,Chronic Pain,9,1
0qkzd2w4,Mucinex,Cough,5,0
fu9b446y,Atarax,Anxiety,10,1
kci1lkhj,Ziprasidone,Bipolar Disorde,10,1
jp7e8mag,Apremilast,Psoriatic Arthritis,4,0
6gow0x1v,Mirapex,Restless Legs Syndrome,1,0
7eflwyxk,Naproxen,Pain,1,0
9ibswt32,Tranexamic acid,Menorrhagia,9,1
g1ob16b9,Amitriptyline,Depression,8,1
hsh2yynq,Dymista,Allergic Rhinitis,10,1
its36j6t,Acanya,Acne,1,0
0j3efvfe,Ethinyl estradiol / norgestimate,Birth Control,5,0
6l0xl2cj,Effexor,Depression,8,1
i1e39v9m,Vivitrol,Opiate Dependence,10,1
kkooawv0,Toradol,Postoperative Pain,8,1
ufdgi67q,Gelnique,Urinary Incontinence,2,0
wjm8ju3v,Lisinopril,High Blood Pressure,3,0
4zc8ivef,Ethinyl estradiol / norgestimate,Birth Control,9,1
r5dz24oj,Epiduo,Acne,2,0
m57b8g9n,Lisdexamfetamine,ADHD,6,0
jhetyd9t,Tadalafil,Erectile Dysfunction,8,1
u4r84scm,Quasense,Endometriosis,9,1
ca5avyjf,VESIcare,Overactive Bladde,1,0
82n96ukr,Desogestrel / ethinyl estradiol,Birth Control,2,0
8au7ee79,Ketorolac,Pain,10,1
dcid9emx,Magnesium citrate,Constipation,10,1
7ik3iszp,Keflex,Skin or Soft Tissue Infection,10,1
48hxl439,LoSeasonique,Ovarian Cysts,1,0
ewx5xhrb,Elidel,Eczema,6,0
tok2nvyd,Ethinyl estradiol / norgestimate,Birth Control,8,1
ad5tji4j,Levonorgestrel,Birth Control,9,1
jb455t9p,Sprintec,Birth Control,8,1
b6gte5u0,Phentermine,Weight Loss,9,1
0fl0heq1,Adalimumab,Plaque Psoriasis,9,1
hvaie7ay,Methylprednisolone,Inflammatory Conditions,9,1
uweg32sf,Milnacipran,ibromyalgia,10,1
3qdjmb2j,Implanon,Birth Control,10,1
tx0lqgff,Metoprolol,Atrial Fibrillation,9,1
dk7eij1l,Spironolactone,Acne,7,0
pqf5ds7s,Avelox,Sinusitis,8,1
3wok0n21,Levothyroxine,"Hypothyroidism, After Thyroid Removal",10,1
ue2zl8yl,Pristiq,Depression,8,1
wfegmnr5,Effexor XR,Generalized Anxiety Disorde,6,0
qysqc0tc,Entyvio,Crohn's Disease,1,0
t3dtabi4,Venlafaxine,Depression,1,0
as0mtkdm,Clonidine,Perimenopausal Symptoms,1,0
mynsxblo,Metronidazole,Bacterial Infection,6,0
0d3vy87b,Silodosin,Benign Prostatic Hyperplasia,1,0
6qd5qyb0,Drospirenone / ethinyl estradiol,Birth Control,10,1
xic32wxh,Ondansetron,Nausea/Vomiting,10,1
2qhip02j,Dextromethorphan / quinidine,Pseudobulbar Affect,10,1
bp988sir,Dramamine,Motion Sickness,10,1
7q5by7qw,Trintellix,Depression,1,0
lph892yi,Duac,Acne,10,1
m8bxzoxv,Desvenlafaxine,Depression,8,1
9eu0g1tw,NuvaRing,Birth Control,10,1
uxrmcprp,Levonorgestrel,Birth Control,10,1
qjpj1b8g,Amitriptyline,Migraine Prevention,6,0
v08cs51n,Fluconazole,Candida Urinary Tract Infection,9,1
osf0tkzr,Tramadol,Depression,7,0
ar6uzk28,Tamiflu,Influenza,1,0
hp1dt3zc,Stribild,HIV Infection,10,1
par4663x,Etonogestrel,Birth Control,5,0
a6ahq3nj,EpiCeram,Dry Skin,10,1
b95t6e8i,Lorcaserin,Weight Loss,10,1
glogkvqb,Isotretinoin,Acne,6,0
kxwgpymq,Acetaminophen / oxycodone,Chronic Pain,10,1
b378ppd8,Ethinyl estradiol / norgestimate,Birth Control,8,1
862e9c11,Zofran,Nausea/Vomiting,1,0
i54hh83k,Desipramine,Depression,10,1
jk79yj1c,Mirena,Abnormal Uterine Bleeding,3,0
bb6lv6yg,Biaxin,Bronchitis,3,0
8zxl48af,Gabapentin,Pain,2,0
x4hdxx1t,Diethylpropion,Obesity,10,1
0mmtcbof,Miconazole,Vaginal Yeast Infection,5,0
09locmnw,Chantix,Smoking Cessation,10,1
y2fkkpst,Casodex,Prostate Cance,10,1
tsx409e3,Keppra,Seizures,10,1
7vfo98ho,Sertraline,Obsessive Compulsive Disorde,7,0
9m3s1yd1,Maraviroc,HIV Infection,6,0
3v4vkcit,Norco,Pain,8,1
ey5vnddu,Linzess,"Constipation, Chronic",9,1
st27v3st,Avanafil,Erectile Dysfunction,9,1
h6cfru7u,Ethinyl estradiol / levonorgestrel,Birth Control,2,0
2uudklob,Phentermine,,10,1
suw7yov6,Ethinyl estradiol / norgestimate,Ovarian Cysts,8,1
fiizu59h,Propranolol,mance Anxiety,10,1
k8xi2zvh,Bisacodyl,Constipation,1,0
r8lv1zzx,Lamotrigine,Depression,10,1
iqdzq4zz,Cialis,Erectile Dysfunction,8,1
tolikanw,Phentermine,Weight Loss,5,0
mh2hd5fe,Mirtazapine,Depression,10,1
hhebiwca,Hydroxyzine,Anxiety,8,1
imbxofkp,Citalopram,Anxiety and Stress,7,0
dq2219ro,Keppra,Seizures,8,1
lyejc0f7,Levonorgestrel,Birth Control,9,1
ks1l11ot,Aripiprazole,Bipolar Disorde,10,1
h2g4d0uk,Citalopram,Depression,2,0
rrkzac8b,Gablofen,Cerebral Spasticity,1,0
i0j6tctr,Stribild,HIV Infection,10,1
xo8qzhna,OxyContin,Chronic Pain,6,0
czo533oj,Nitrofurantoin,Urinary Tract Infection,5,0
cpevwjrh,Ketorolac,Postoperative Pain,4,0
fabh8kem,ParaGard,Birth Control,3,0
2w7hc6hp,Lorcaserin,Obesity,3,0
l4fauo0l,Tri-Sprintec,Birth Control,10,1
4pjmv9yx,Duloxetine,Diabetic Peripheral Neuropathy,1,0
8m0474pk,Seroquel XR,Bipolar Disorde,10,1
rjttjlas,Valium,Muscle Spasm,10,1
kuwxzao3,Desogestrel / ethinyl estradiol,Birth Control,4,0
gzq9xpe0,NuvaRing,Birth Control,9,1
myjyw8ei,Zolpidem,Insomnia,10,1
zsfylxav,Concerta,ADHD,8,1
7i1sxa51,Differin,Acne,8,1
jdq1d98i,OnabotulinumtoxinA,Overactive Bladde,10,1
dhdk1mv0,Liletta,Birth Control,8,1
oa1uoqu5,Sertraline,Anxiety and Stress,10,1
it4y1d1o,Implanon,Birth Control,10,1
qdety098,Adapalene,Acne,10,1
liqhbqxl,Acetaminophen / hydrocodone,Back Pain,10,1
6thu0dlp,Ethinyl estradiol / norgestimate,Ovarian Cysts,5,0
ll6lkhyd,Lisdexamfetamine,ADHD,9,1
bcd1q5an,Ivermectin,Rosacea,9,1
l64kz694,Ethinyl estradiol / levonorgestrel,Birth Control,10,1
ezi2mret,Chlorpheniramine / hydrocodone,Cough,10,1
gvnylnen,Azithromycin,Chlamydia Infection,6,0
l42klpz6,Oxymorphone,Pain,10,1
0hbql0ye,Escitalopram,Anxiety,10,1
ar372jke,Enbrel,Juvenile Idiopathic Arthritis,10,1
8wwcbsfl,Modafinil,Narcolepsy,10,1
4r6823v6,Advair Diskus,"COPD, Maintenance",10,1
gqqzekfk,Effexor XR,Social Anxiety Disorde,10,1
pukh8zqt,Ciprofloxacin,Bladder Infection,7,0
bxijla09,Ultram,Pain,8,1
uj96zdld,Mirena,Birth Control,9,1
zmhobi0r,Phentermine,Weight Loss,9,1
gefoauz5,Copper,Birth Control,10,1
vncjvjoa,Ethinyl estradiol / norethindrone,Birth Control,2,0
0aiaklrn,Egrifta,Lipodystrophy,8,1
r1qzmzfe,Mirena,Birth Control,7,0
100ir651,Buprenorphine / naloxone,Opiate Dependence,8,1
ty6lv18n,Alprazolam,Anxiety,10,1
eu80ccm6,Phentermine,Weight Loss,9,1
s50g754b,Contrave,Obesity,3,0
ev0oesu0,Tioconazole,Vaginal Yeast Infection,10,1
rya9w6sh,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,1
v08d3oag,Umeclidinium / vilanterol,COPD,10,1
ks1nwfo8,Adapalene / benzoyl peroxide,Acne,10,1
r7ev9br6,Escitalopram,Anxiety,2,0
dpcgl6ig,Klonopin,Panic Disorde,7,0
kss857n1,Propecia,Androgenetic Alopecia,9,1
qla8ee8m,Adapalene / benzoyl peroxide,Acne,10,1
xij0zoen,Topiramate,Migraine Prevention,5,0
xv3s8iao,Sumatriptan,Migraine,10,1
hvm5o5y6,Lorazepam,Anxiety,9,1
zxtbnyho,Nitrofurantoin,Urinary Tract Infection,1,0
ozwaa65r,Azithromycin,Chlamydia Infection,5,0
60ji2cnl,Symbicort,"Asthma, Maintenance",10,1
n2rhm7mt,Ciprofloxacin,Bladder Infection,8,1
gl9cjmno,Etonogestrel,Birth Control,2,0
qckn3lvx,Vagifem,Atrophic Vaginitis,9,1
zlmhwz7k,Alprazolam,Anxiety,10,1
d0hrsiu3,Sprintec,Birth Control,1,0
8m7spnxj,Junel Fe 1 / 20,Postmenopausal Symptoms,8,1
ktypx6dh,Barium sulfate,Computed Tomography,10,1
zrz6jyma,Levonorgestrel,Emergency Contraception,8,1
zwp13awk,Phentermine,Weight Loss,9,1
6tnsjskg,Tioconazole,Vaginal Yeast Infection,2,0
4uhd7xxr,Isotretinoin,Acne,9,1
rb8wg8k5,Fluoxetine,Depression,3,0
s5zr6tvk,Triamcinolone,Osteoarthritis,6,0
zmgivpd5,Ethinyl estradiol / norethindrone,Birth Control,2,0
1j9zmuub,Provigil,Obstructive Sleep Apnea/Hypopnea Syndrome,7,0
mxea3fh4,Duac,Acne,6,0
5qlrsitm,Ursodiol,Biliary Cirrhosis,10,1
2fytbfa0,Cardizem LA,High Blood Pressure,2,0
7u235c96,Dexilant,GERD,1,0
3hxau5vt,Haldol,Psychosis,1,0
4rpbsj48,Zofran ODT,Nausea/Vomiting,10,1
it5jde4j,Ciprofloxacin,Bladder Infection,6,0
xsg0j92t,Ibuprofen,Pain,8,1
cpjlzutk,St. john's wort,Depression,9,1
kf1fs1ka,Ampyra,Multiple Sclerosis,10,1
gvzs9vxr,Vyvanse,ADHD,7,0
fcffl6m4,Klonopin,Anxiety,9,1
aotrkajb,Prozac,Depression,7,0
xz87wg74,Methadone,Pain,9,1
9o2fhi6e,Metoprolol,Mitral Valve Prolapse,9,1
ke1r2e1b,Olopatadine,Seasonal Allergic Conjunctivitis,8,1
45zzj4ts,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,9,1
fy4np49v,Tapentadol,Pain,8,1
46la29tm,Cholecalciferol,Vitamin D Deficiency,1,0
16sqy5cd,Hydrochlorothiazide / lisinopril,High Blood Pressure,8,1
pxfwe67t,Suprep Bowel Prep Kit,Bowel Preparation,1,0
7x3m822x,Temazepam,Insomnia,9,1
f9dcm9zx,Implanon,Birth Control,10,1
gpabfr9o,Ortho Evra,Birth Control,9,1
73mhcnng,Isotretinoin,Acne,10,1
a78i1ep7,Skyla,Birth Control,5,0
x4ukvipc,Doxycycline,Lyme Disease,9,1
ttyo4z6f,Nexplanon,Birth Control,2,0
pzquq8mq,Percocet,2</span> users found this comment helpful.,10,1
pf73eriy,Vistaril,Anxiety,9,1
3xeg6kue,Citalopram,Depression,9,1
4lrb73hx,Nicoderm CQ,Smoking Cessation,10,1
lfv0ypjv,Ondansetron,Nausea/Vomiting,9,1
4pshh5ov,Amitriptyline,Anxiety and Stress,10,1
jvhiafg9,Amoxicillin / clavulanate,Sinusitis,7,0
8jsjyeio,Alprazolam,Panic Disorde,10,1
m3m3t4oy,Clonidine,Perimenopausal Symptoms,10,1
1b4m9916,Morphine,Chronic Pain,7,0
qyiw18ft,Tafluprost,"Glaucoma, Open Angle",10,1
mo7gquit,Fluoxetine,Anxiety and Stress,5,0
5cdo0cqb,Singulair,Asthma,10,1
jk983q4p,Methylphenidate,ADHD,4,0
64igat2s,Ibuprofen,Sciatica,10,1
s1dseh17,Vortioxetine,Depression,10,1
wxrdw2vy,Ethinyl estradiol / norgestimate,Birth Control,2,0
8gtumtxb,Loestrin 24 Fe,Birth Control,9,1
qun1kyvw,Phentermine,Weight Loss,10,1
ppnxc32f,Insulin degludec,"Diabetes, Type 1",1,0
q6501gmd,Skyla,Birth Control,10,1
h9hugan3,Granisetron,"Nausea/Vomiting, Chemotherapy Induced",7,0
l7kaj498,Compazine,Nausea/Vomiting,1,0
4p7gboaq,Nexplanon,Birth Control,2,0
ne7rvqex,Milnacipran,ibromyalgia,1,0
j8lzcg5o,Seasonale,Birth Control,9,1
qntruvi5,Phentermine,Weight Loss,10,1
829uwrc8,Clindamycin,Bacterial Infection,2,0
jheb2fnn,Venlafaxine,Depression,10,1
8k7d1riv,Mucinex D,Cough and Nasal Congestion,10,1
dkp0fwe3,Lialda,"Ulcerative Colitis, Active",10,1
2acwgm7u,Dihydroergotamine,Migraine,1,0
15rcq4sh,Topamax,Migraine Prevention,4,0
gkrxfuw7,Fluconazole,Vaginal Yeast Infection,1,0
qmd4gg5b,Suboxone,Opiate Dependence,10,1
3ebo0ux6,Ledipasvir / sofosbuvir,Hepatitis C,10,1
g0iwfpkg,Phenytoin,Seizures,1,0
vg0wg0w4,Abacavir / dolutegravir / lamivudine,HIV Infection,10,1
0ht2ap9g,Cyproheptadine,Migraine,9,1
kelq45dw,Phentermine,Weight Loss,10,1
y8di9jme,Venlafaxine,Anxiety,3,0
kfhxm9oi,Nexplanon,Birth Control,1,0
044b0aly,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,1,0
51byypaq,Ortho Tri-Cyclen Lo,Birth Control,9,1
ygv673j3,Doxycycline,Lyme Disease,5,0
zccd1mq5,Topiramate,Migraine Prevention,10,1
5148p1nx,Amitriptyline,Anxiety and Stress,1,0
dsjba5xq,Gilotrif,Non-Small Cell Lung Cance,10,1
yx99kks6,Acetaminophen / oxycodone,Pain,10,1
dzrwxs6y,Cefuroxime,Bronchitis,6,0
